,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.20083493,0.022322226,0.30872253,0.051455125,-0.044736452,0.25512245,-0.27258134,-0.087813504,0.31659302,-0.010417275,-0.22368582,-0.28903687,-0.08614728,0.057027858,0.14142701,-0.026282575,-0.12862515,0.32062557,0.0827,-0.13027394,-0.19709252,0.14590774,0.037354957,-0.028375367,0.09835349,-0.087895915,0.04622733,0.19882393,0.055460252,0.15124196,-0.026019944,-0.10503196,0.017728835,-0.267303,-0.05355993,-0.12085731,-0.12264173,0.07708492,-0.09836778,-0.19214305,0.12883483,-0.10199815,-0.055420496,0.08335057,0.15082659,0.10502405,-0.04313463,-0.0737315,0.25737447,-0.021590168,0.28826785,0.058604535,0.11164001,0.089565545,0.34950152,0.22990564,0.009302886,0.12709378,0.018818803,0.02336215,-0.32040152,0.18188058,0.124824524,-0.09280958,0.066969626,-0.050517093,0.32793787,0.054196227,-0.08957035,-0.10191314,0.057892036,0.06016041,0.116154805,-0.0067705787,0.19294699,0.08133339,0.055712584,-0.0026384187,-0.26972795,-0.069571085,-0.1920807,0.09637907,0.17992882,-0.010927922,0.24321721,0.02576882,-0.042032506,0.27191395,-0.2576445,0.006039315,0.14365779,0.17455813,0.004046455,-0.101249635,0.20984986,0.33704406,-0.32573798,0.12483827,0.236109,-0.072953604,0.015009885,0.19142705,-0.12428864,-0.06852034,0.2658965,0.02194284,-0.21082598,0.24053366,-0.36053282,0.08814378,-0.1866106,-0.19870983,0.034507137,0.12323019,-0.27691913,0.01509036,0.022125375,-0.07932187,0.0779288,0.10557307,0.12198995,0.22393553,0.012738051,-0.11190404,0.13213365,-0.21491195,-0.15959352,-0.21707952
1,0.10014281,0.1664535,0.15267937,0.081460714,-0.042422462,-0.028119741,-0.12268085,0.19748428,-0.08104093,0.015342133,-0.12578872,0.22794755,0.16189407,-0.37729952,-0.23258151,-0.1565578,-0.15247889,-0.12603685,-0.003464771,0.15222801,-0.28079742,0.235022,0.18804136,-0.31843925,-0.005440551,0.30831793,0.32198998,0.23838806,0.094444625,-0.26130468,0.013767736,0.0597473,-0.12860808,0.034039102,0.16360857,-0.06147,0.28148353,0.09731893,-0.2383276,0.22504207,0.09351595,0.20765628,0.275227,0.115760975,-0.23874559,0.029066252,-0.12571901,0.23276077,-0.14810984,0.051627133,0.14614432,-0.05414571,-0.051563203,0.12929997,-0.1604329,-0.16226143,-0.11575592,-0.0599127,0.36187783,0.075646065,-0.18678978,0.041993704,0.13536038,0.15691449,-0.003616561,-0.018131634,-0.07977971,0.3479311,0.17807142,0.32229105,0.3673426,-0.045204192,-0.15445235,0.18469243,0.10859778,0.18283655,0.06371998,0.0046232296,-0.23066407,-0.1780901,0.12514052,0.23952514,0.26417226,0.023692586,-0.13883705,0.1420644,-0.16669635,-0.1319667,0.15486537,-0.24583553,-0.27169928,-0.12859999,-0.16351561,0.13853079,-0.18082125,0.022075582,0.08483321,-0.03961564,0.32514504,0.09240141,-0.04934988,0.08944948,-0.048755135,-0.18091336,-0.32152912,-0.19105099,-0.034111798,-0.21843842,0.083901875,0.25789332,-0.14148723,0.0058282316,-0.15101138,-0.12353006,0.34510687,0.046781756,0.26202768,0.021487596,-0.18333022,-0.23006612,0.2886353,-0.20548494,-0.054591794,-0.2280519,0.2736781,-0.0057148314,0.18323481,-0.27895105
2,-0.24422532,-0.24373208,0.02085989,0.00086895796,-0.1002195,-0.106437884,0.15869004,-0.07015051,-0.01250929,0.08507756,0.044380505,-0.23075706,0.087828204,-0.011967603,0.13060232,-0.002832174,0.003153229,0.07024798,-0.25060254,-0.20451741,0.05490242,-0.008055756,-0.22179574,-0.0073342496,0.11355293,-0.02679214,-0.2619922,-0.29234713,0.18317221,0.2668336,0.16685922,-0.0600202,-0.027151708,0.3257793,0.14587085,0.22769189,0.020995528,0.19676258,0.23411424,-0.08064006,-0.13038696,0.21407291,-0.14865185,0.12473968,-0.3479994,0.0429098,0.14337792,0.16102411,-0.30749658,0.091643326,0.10419851,0.09998811,-0.04027144,-0.24138322,-0.03965726,-0.1606682,0.17162187,0.06286837,-0.026139172,0.123812094,0.18039969,0.2739531,0.20253922,0.08785217,-0.06599161,0.07273226,-0.0044584884,0.06985345,-0.010129932,0.055404343,-0.21755145,0.19410306,-0.32175106,-0.03549786,-0.15003361,-0.11936237,0.11996314,0.05992512,0.26428092,-0.016094385,-0.1604676,-0.15915461,0.21436235,-0.022924876,-0.0141906245,0.031250797,0.1425136,0.09566148,-0.37153214,0.20056228,0.056949724,0.057267863,0.30348945,-0.2361947,0.050379872,0.15692729,0.28842884,0.134519,-0.0039590276,-0.19280678,0.15640445,0.2183317,0.0734119,0.08554315,-0.15914918,0.24361955,-0.26806074,0.07513938,-0.10733262,-0.095368385,0.11608992,0.016132858,-0.17571643,-0.3038867,0.05577232,-0.18593548,0.18396306,-0.01658166,-0.03932681,0.06002252,-0.30180374,0.09273991,-0.19347772,0.14263019,-0.17436707,0.024062373,0.21352312,-0.08894621
3,0.2292917,0.11800109,-0.031183394,-0.07552673,-0.224998,0.11996015,-0.2438708,-0.13101697,0.070575476,0.29936397,0.17879693,0.13513903,-0.07809029,0.16303253,0.2530559,0.0198473,-0.30150196,0.36939305,-0.35563278,-0.19803806,0.12489717,0.15960613,0.2363162,0.014305786,-0.2545042,-0.24210922,0.0032275496,-0.32417127,-0.22625344,-0.09460108,0.07962658,-0.1865408,-0.21568139,0.14173624,-0.37942496,-0.025171176,-0.11182063,0.10818132,0.30823496,-0.18172885,-0.2398061,0.08998204,0.31267452,-0.021722967,0.10467111,-0.20963432,-0.14198866,-0.072227776,0.2763688,-0.18486291,0.28237975,-0.23672208,-0.31973606,0.029733386,-0.105347686,-0.17796427,0.08776125,0.21014403,-0.0072330013,-0.018262852,0.21651503,-0.09592052,0.07336331,0.011012306,0.040522344,0.34039333,0.22479537,-0.22051777,0.2961142,0.107389346,0.23629545,0.28742597,-0.09469063,0.21100572,0.18173622,0.11567489,-0.12617095,0.12041996,0.28709194,-0.18867193,-0.370155,-0.17965169,-0.07647687,-0.102454975,0.09743734,-0.13240874,0.119763255,-0.12867038,-0.26401886,0.07544263,-0.13590488,-0.096485905,-0.34564936,0.35288158,0.2928789,0.256675,-0.15211226,0.03323363,-0.2486255,0.3275026,-0.16814242,-0.15660962,0.029955136,-0.20706114,-0.14475974,-0.003445177,-0.08053748,-0.040466756,0.15723833,0.34616905,0.046512652,0.14444882,-0.1075845,-0.35915476,0.2436781,0.04989438,0.10378166,-0.12543777,0.16113901,0.21057495,-0.30797738,-0.27498323,0.033691857,0.3609909,0.24563266,-0.31542426,-0.062447686,-0.02366833
4,-0.13076471,-0.022716762,0.09977743,-0.20992671,0.20707186,-0.21935208,-0.25892657,-0.07330574,0.3487931,0.25723988,0.30789024,-0.0003142306,0.13793741,0.3372884,0.05966679,0.028385019,-0.10189943,0.2828814,-0.12659283,-0.0964749,-0.034157902,0.16437538,0.15163754,-0.25929445,0.27503815,-0.10412452,0.29513547,0.22859481,-0.31326354,0.34533793,0.21574517,0.015072014,0.20274264,0.1727816,-0.13274162,0.2627427,0.120055966,-0.30224,-0.0016054397,-0.15608725,-0.16078663,0.19819805,-0.11640179,-0.16758764,0.038267322,0.2821899,-0.09861502,0.18751039,-0.2913614,-0.24699377,-0.052082222,0.25247073,-0.17472436,0.18279727,-0.22952767,0.2543159,-0.21277717,0.21016341,-0.03536582,0.18479429,-0.22792381,-0.20011753,0.17735802,-0.2998415,0.30507478,0.03873302,0.09132066,-0.06301698,0.15159747,-0.079900846,0.28901464,-0.2748964,-0.08094813,-0.12500149,-0.18529661,0.23269255,-0.17413244,-0.13926998,-0.21528845,0.22463122,-0.21456331,-0.28841308,0.08319682,-0.09473614,-0.23433279,0.014781678,-0.20043279,-0.2979625,0.18567957,0.357366,-0.16740571,-0.1536424,0.060145717,0.36798894,-0.30051035,0.028857667,-0.15113103,-0.20401314,-0.21019801,0.14717741,-0.052841417,0.34779444,-0.11210677,-0.24352682,0.15719944,-0.30223787,-0.32601193,0.26960295,0.20569886,0.16967244,-0.07056985,0.24815106,-0.3350565,0.0660017,0.10398316,0.24373214,0.23865199,0.066254765,-0.16421022,-0.07467424,-0.2628205,0.31402305,0.20593789,0.12338232,0.11011321,0.027234782,0.0555092,-0.22279349
5,0.1775812,0.051161047,0.23094709,-0.015310796,0.08670959,0.26140833,-0.04424465,-0.21073015,0.26025417,-0.1307207,-0.12233939,-0.22501276,-0.18803695,0.13009922,0.17644255,0.076699965,-0.096308395,0.090082474,0.29768348,0.050930347,-0.087997325,-0.0006342018,-0.13329008,0.21444242,-0.096516445,-0.036120344,-0.08029997,0.1814268,0.03371004,0.040341537,-0.13182075,0.0773443,0.038629334,-0.35144237,0.13092132,-0.25600943,-0.2033596,-0.04911762,-0.13889137,0.009324516,0.044339336,-0.27213052,-0.052621905,0.037744887,0.12373706,-0.104250446,-0.14506733,0.020350942,0.27686083,-0.08996988,0.14249814,-0.05103425,0.3783834,0.034711424,0.3701562,0.399081,0.17939742,-0.012208168,-0.06683056,-0.064763136,-0.2165455,-0.06269656,-0.15385227,-0.2890144,-0.021575958,-0.18659621,0.15427352,0.04337182,-0.12539506,-0.18811636,-0.082041934,-0.03984944,0.24346194,-0.10788945,-0.0463829,-0.0022531194,0.07768788,0.07006341,-0.2357114,0.051308498,-0.052981935,0.08091156,0.10565047,-0.05045649,0.047291525,0.06628079,-0.021739379,0.18784557,-0.039355904,-0.16435046,0.28956178,0.21323515,-0.053650524,-0.27055138,0.06647724,0.20474103,-0.2661443,0.06050243,0.121159054,-0.046604928,0.0874795,-0.07210907,-0.10233914,0.034773923,0.32221505,-0.06814701,-0.24365339,0.19766681,-0.2742106,-0.12701239,-0.16748282,-0.22823744,0.13903871,0.24080223,-0.31097174,-0.007683558,-0.19146128,0.05336503,0.14459993,0.19106695,0.05570455,0.1513349,-0.04070784,-0.1576939,-0.035910793,-0.12639879,-0.15913816,-0.1065242
6,0.024694204,0.19060305,0.054152604,0.052776862,0.006513295,0.019302262,0.13841055,0.06922875,-0.15084754,-0.27977377,-0.007694485,0.29632536,-0.023595955,-0.34103137,-0.21239573,-0.09199031,-0.1751562,-0.32906353,0.22600448,0.35111463,-0.12149191,0.0200068,-0.063961044,-0.008346289,-0.2409365,0.3122262,0.1337779,0.20161963,0.022952251,-0.3525345,-0.12819152,0.2651308,-0.09410984,-0.12200495,0.2619551,-0.22473216,0.18984266,0.011676016,-0.25558466,0.41782743,-0.044295486,-0.023893533,0.270944,-0.029421113,-0.37191188,-0.20349783,-0.14522354,0.23043087,-0.062471732,-0.059888523,-0.007523558,-0.14598104,0.28635406,0.06851353,-0.1279367,0.05737161,0.018790578,-0.14913177,0.23523386,-0.055569865,-0.054430153,-0.18388651,-0.13624007,-0.06099088,-0.12441152,-0.13985032,-0.33244964,0.3186988,0.061379325,0.22531003,0.22173814,-0.1719466,-0.02792654,0.048828725,-0.21968485,0.06099378,0.11737927,0.10978778,-0.067788765,-0.031997465,0.35319573,0.17263845,0.22791317,-0.044881087,-0.3020395,0.16590527,-0.14117219,-0.11714782,0.2669625,-0.28808424,-0.11742906,-0.031300288,-0.19117744,-0.020007059,-0.2965835,-0.121147804,0.13143376,-0.04852585,0.20852359,0.0883446,0.078373276,-0.24816781,-0.013731553,-0.057451427,-0.23518501,-0.21165608,-0.03463178,-0.26656583,0.2129793,0.041896336,-0.15057003,-0.0022835757,-0.048417073,0.0052547697,0.24535358,0.025856499,0.02774995,0.18826962,-0.07696503,-0.09020525,0.24916732,-0.24278578,-0.1429668,-0.30133343,0.051689856,0.09159518,0.08405667,-0.12576403
7,-0.2861753,-0.15460442,-0.02707119,0.01040564,-0.007150181,0.023587395,0.26367626,-0.18364795,-0.09238891,-0.20530306,0.13472718,-0.17923744,-0.050376687,0.07313138,0.17387718,0.040388722,0.051921003,-0.19122465,-0.13006753,-0.03335189,0.23756,-0.23461029,-0.3867518,0.2631086,-0.09038542,-0.026878644,-0.40228367,-0.2720853,0.13773082,0.14558955,0.101443045,0.13098049,0.06586695,0.19680555,0.2763301,0.047647253,-0.049867883,0.11079166,0.24191743,0.21438915,-0.2199599,-0.02661145,-0.067273416,0.036474764,-0.42530683,-0.1689182,0.0606772,0.15428708,-0.25397572,-0.06195557,-0.12531427,0.0014066694,0.27950838,-0.22927174,-0.008238495,0.014780877,0.28859034,-0.029095829,-0.15226912,-0.053453043,0.31181994,0.019223725,-0.09962596,-0.16130824,-0.19315144,-0.04036145,-0.29840356,0.034210242,-0.14545567,-0.0409393,-0.3363806,0.038782686,-0.14855106,-0.10428684,-0.38778827,-0.26834098,0.13111354,0.17604211,0.2204908,0.18358327,0.07878496,-0.2151438,0.15564513,-0.07357899,-0.15136707,0.11802266,0.13771462,0.12774438,-0.16433156,0.05305591,0.2258994,0.11840649,0.2653311,-0.38267082,-0.0012880224,0.0025528881,0.3529737,0.104774565,-0.14562495,-0.17487594,0.31242183,-0.14962167,0.049799632,0.31640092,-0.06368032,0.1961493,-0.28926113,0.05124085,0.0074557173,-0.3065861,0.107882515,0.1312223,0.0002214974,-0.15415137,-0.010583192,-0.26596034,-0.024561843,0.081299715,0.05512688,0.15850465,-0.35920325,0.040636122,-0.19292001,0.03463603,-0.28515792,0.15125822,0.065946944,0.06775061
8,0.16044833,0.19642322,-0.013829409,-0.07085169,-0.18127774,0.26637107,-0.03743067,-0.11644497,-0.006062486,-0.038736667,0.24292716,0.19020432,-0.32367462,0.24688621,0.24865338,0.024033718,-0.26622343,0.06872642,-0.12682703,0.0055336347,0.31996974,-0.07810951,-0.14965062,0.35780987,-0.36081985,-0.18738165,-0.27203074,-0.35787374,-0.28829405,-0.17576434,-0.19151337,-0.022025922,-0.18724793,0.04302341,-0.28900415,-0.24411362,-0.20112334,0.08681865,0.2789159,0.055572134,-0.3508493,-0.22112703,0.3015155,-0.10803627,-0.07483115,-0.38161218,-0.21078892,-0.057562545,0.3208983,-0.3514093,0.08926986,-0.33667386,0.048730128,-0.06873951,-0.07761632,0.027789228,0.18787749,0.13271205,-0.19592302,-0.012082835,0.36053163,-0.3228698,-0.19809793,-0.1125551,-0.059917662,0.18407676,-0.06814013,-0.1678101,0.1302141,-0.018713312,0.058944464,0.107313015,0.040840846,0.107137635,-0.13035618,-0.031484984,-0.096245594,0.28047147,0.36930367,0.10195182,-0.16402568,-0.17840227,-0.12866212,-0.20636636,-0.10654166,-0.022529345,0.17487366,-0.08565846,-0.036367767,-0.068905555,0.03765978,-0.0002641719,-0.3347745,0.11793046,0.1500566,0.035545584,-0.13999486,0.03471558,-0.33374277,0.23594444,0.020281829,-0.34582493,0.045630265,0.04391803,0.025437271,-0.07695437,-0.15757783,-0.06128812,0.23590976,0.20254834,-0.015124692,0.08216595,0.12873866,-0.28410628,0.20092477,-0.0017683718,-0.1339019,0.023059422,0.2951553,0.29180816,-0.3489311,-0.34898224,-0.07889824,0.2491852,0.001325023,-0.22212096,-0.159271,0.13471779
9,-0.16719075,-0.02096448,0.049773864,-0.16301756,0.18907458,-0.07635979,-0.034879353,-0.13868086,0.25324517,0.03338765,0.35833916,0.1232584,-0.08632731,0.3714447,0.05706951,0.0370332,-0.08484583,0.021335004,0.02647603,0.13627706,0.12097057,-0.0759992,-0.108721845,0.007479099,0.0010996661,-0.080853075,0.05485951,0.13511798,-0.3058266,0.1818256,0.009376859,0.109160274,0.26581407,0.084258765,0.017232394,0.0297996,0.029470032,-0.2804849,0.053535413,0.11343142,-0.2744788,-0.013416153,-0.09860381,-0.256045,-0.08159133,0.06471124,-0.19777091,0.10666487,-0.17584726,-0.3555495,-0.04116165,0.04855182,-0.024518259,0.06750218,-0.15631449,0.23128933,-0.078755766,0.109238826,-0.061551742,0.017472666,-0.08684043,-0.27434424,-0.10434055,-0.38014507,0.20527104,-0.13128582,-0.19127636,-0.12363263,0.028299361,-0.020748444,0.16749875,-0.37653032,0.017562779,-0.22656536,-0.3716841,0.07570921,-0.19022001,-0.032133363,-0.035340767,0.41251016,0.04068696,-0.25609833,0.04428196,-0.14845729,-0.3944591,0.024972282,-0.047500484,-0.18299323,0.31539217,0.20237124,-0.029506106,-0.014740207,0.06320227,0.24352974,-0.4110307,-0.10715554,-0.14247808,-0.18669955,-0.32607168,0.05254766,0.02655009,0.0599642,-0.07748896,-0.016821217,0.3288024,-0.29241902,-0.3311109,0.23009236,0.2580904,-0.00934665,-0.0049552354,0.2134176,-0.1666754,0.027826918,0.060522825,0.19234014,0.05593488,0.1653789,-0.013206491,-0.009500813,-0.23748633,0.23825988,0.05266895,0.006089629,-0.07301311,0.09340483,-0.025035119,-0.10446068
